CHANNEL,CHANNEL_ROLE,OUTCOME,SAMPLE_DESIGN,N_MONTHS,N_ETFS_MIN,N_ETFS_MAX,DATE_START,DATE_END,INFERENCE_CLASS,TEST,FOCAL,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,NONSTATE_MEAN,STATE_MEAN,N_STATE_MONTHS,HOLM_P_PRIMARY_FAMILY,BH_Q_PRIMARY_FAMILY
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.0036349889485135624,0.014959656453492457,0.24298612470241213,0.8080161462708662,-0.02568539892142385,0.032955376818450975,-0.014747981609341888,-0.011112992660828325,3.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.012006892781761622,0.007212733591510693,-1.6646799205080307,0.09597663107495491,-0.026143590851204816,0.0021298052876815698,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.015107890991897757,0.009754788823293132,-1.5487665869118696,0.12143784043816,-0.03422692576234615,0.004011143778550635,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,0.008354860362499281,0.0178510647940355,0.4680314848944392,0.6397620743597576,-0.026632583719501217,0.043342304444499775,-0.013912387250401807,-0.005557526887902526,13.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.02104774338539218,0.017803604505143966,1.1822180940556668,0.23711917492571133,-0.013846680239685046,0.055942167010469404,-0.018653548587674946,0.002394194797717235,18.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,0.009965458887817063,0.013650220141546073,0.7300584741110512,0.4653544427824313,-0.01678848097065648,0.036719398746290606,-0.01865053204030633,-0.008685073152489266,38.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,ETF_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.007969270357801036,0.01670772843291221,0.47698108033061715,0.6333755941406514,-0.024777275634182732,0.0407158163497848,-0.014104069191709262,-0.006134798833908226,15.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,UNCONDITIONAL_MEAN,CONST,0.0030295310667695593,0.006791020772576223,0.4461083492784377,0.6555189820181975,-0.010280625065743211,0.01633968719928233,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.014347439116944806,0.006850542362776702,-2.0943508348920594,0.0362287390092708,-0.027774255422553067,-0.0009206228113365442,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,0.003901945007980283,0.01668357288762033,0.2338794594097787,0.8150785600301227,-0.02879725698520447,0.036601147001165034,0.0022670820422216885,0.006169027050201972,17.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.005703397499243522,0.01620525648807896,0.3519473760528937,0.724877728382444,-0.026058321577625283,0.037465116576112324,0.0017839614979692493,0.007487358997212772,19.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,-0.0037851074366259817,0.01136838151408645,-0.33295042323622687,0.7391717064979677,-0.026066725766746353,0.01849651089349439,0.004987345258127829,0.0012022378215018471,45.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,87,5,14,2018-10-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.024789390904587268,0.011635374367807556,2.130519407538265,0.03312875528271508,0.00198447619704396,0.04759430561213057,-0.005233599234759531,0.019555791669827738,29.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.008648055783496358,0.010756400153366812,-0.8039916384841326,0.42140180403068206,-0.029730212687396423,0.012434101120403706,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.012351983463415265,0.018153938186531365,-0.6804024193813416,0.49624968952997106,-0.04793304848658313,0.023229081559752594,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,0.022456475084995188,0.018456849065888795,1.216701453472811,0.22371782586611932,-0.01371828435223859,0.058631234522228966,-0.010971139412978627,0.011485335672016561,3.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.04290018200661817,0.016995833632498656,2.524158739974155,0.011597554610959607,0.009588960199686247,0.0762114038135501,-0.02639985523451078,0.016500326772107395,12.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,0.010243118756577302,0.017350537772103363,0.5903631859207528,0.5549471861688302,-0.023763310389147113,0.04424954790230172,-0.015359064624012521,-0.005115945867435219,19.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,14,14,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.022456475084995188,0.018456849065888795,1.216701453472811,0.22371782586611932,-0.01371828435223859,0.058631234522228966,-0.010971139412978627,0.011485335672016561,3.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.006031491633265545,0.007916931094407394,-0.7618471805983327,0.4461512175505514,-0.02154839144638931,0.009485408179858223,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.01443706510146097,0.009886701736490462,-1.4602508992635774,0.14422113114358048,-0.033814644430871885,0.004940514227949947,,,,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,0.020589357698238168,0.02052297220066578,1.003234692174374,0.3157476380366243,-0.019634928670783498,0.06081364406725984,-0.010727310055670741,0.009862047642567427,13.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.018928008205416656,0.017910121610613398,1.0568330364769867,0.2905877940080407,-0.016175185110118107,0.05403120152095142,-0.012008757382344491,0.006919250823072164,18.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,0.014182085347949068,0.01413774334191459,1.0031364274313155,0.3157950409319533,-0.013527382424874472,0.041891553120772605,-0.015486215198564923,-0.0013041298506158549,38.0,,
EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,FACTOR_ADJUSTED_RETURN,MIN10_CROSS_SECTION,57,10,14,2021-04-30,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.021695463124105304,0.01767021465159472,1.2277985045386708,0.21952261720465205,-0.012937521192112323,0.056328447440322935,-0.011740824034345888,0.009954639089759416,15.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,UNCONDITIONAL_MEAN,CONST,-0.0006852243674714163,0.0030691289776527612,-0.22326346414918963,0.8233304609712263,-0.006700606627579065,0.005330157892636233,,,,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.006947036430465221,0.0033271478521823545,-2.0879854876026913,0.036799143803602066,-0.013468126391982431,-0.0004259464689480106,,,,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,-0.0019785236116778454,0.006540185056389583,-0.30251798605375574,0.762257224495749,-0.01479705077442849,0.0108400035510728,-0.00025400768287496366,-0.002232531294552809,17.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.0030647269453300354,0.00801461271632848,0.3823923942183942,0.7021703310505629,-0.012643625328710517,0.01877307921937059,-0.001431760418256938,0.0016329665270730974,19.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,-0.0018551998375061635,0.005226830720569677,-0.35493780776278205,0.7226361836296689,-0.012099599803110268,0.008389200128097941,0.0003850832310898322,-0.0014701166064163313,45.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.006467355113959845,0.005590855393885437,1.1567738133654846,0.24736478331131762,-0.004490520100827109,0.0174252303287468,-0.002923924214611364,0.0035434308993484813,27.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.0046430058984666435,0.005017984816572392,-0.9252730066325942,0.35482391612175657,-0.01447807541391736,0.0051920636169840734,,,,1.0,0.7279858590648045
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.006356013287855325,0.00785168565393366,-0.8095093930143511,0.41822220214229533,-0.021745034387495123,0.00903300781178447,,,,1.0,0.6691555234276736
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,-0.0012784565861894647,0.006163456190396041,-0.2074252735310374,0.835677746364377,-0.013358608739656152,0.010801695567277224,-0.00451075176886084,-0.005789208355050305,3.0,1.0,0.9179935036936279
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.01897868725731687,0.008822665707112605,2.151128455656746,0.03146606205879583,0.0016865802237395547,0.036270794290894186,-0.012496255798046037,0.0064824314592708335,12.0,0.4090588067643458,0.12586424823518333
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,0.005275709560329057,0.007888651588957145,0.6687720329434006,0.5036409095121841,-0.010185763440611617,0.020737182561269732,-0.008099505265578781,-0.0028237957052497237,19.0,1.0,0.750148842953222
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,-0.0012784565861894647,0.006163456190396041,-0.2074252735310374,0.835677746364377,-0.013358608739656152,0.010801695567277224,-0.00451075176886084,-0.005789208355050305,3.0,1.0,0.9791930706065364
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.005281940777434101,0.00429211281873283,-1.2306155500808809,0.21846668655125911,-0.013694327319733142,0.0031304457648649387,,,,1.0,0.5825778308033577
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.002623122983406515,0.005776470967334752,-0.4541047636593276,0.6497534247932915,-0.013944798037123875,0.008698552070310846,,,,1.0,0.8280599913627228
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,-0.0005563579883532548,0.00540355209761165,-0.10296152943526961,0.9179935036936279,-0.011147125488257952,0.010034409511551441,-0.005232850366697048,-0.005789208355050303,3.0,1.0,0.9179935036936279
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.018181302547634896,0.008232460179830524,2.208489582759109,0.027210163196062457,0.002045977091006932,0.034316628004262856,-0.011698871088364066,0.00648243145927083,12.0,0.3809422847448744,0.12586424823518333
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,0.0035043844999987717,0.007235532012536693,0.4843299005417813,0.628151758904876,-0.010676997653559762,0.017685766653557304,-0.007446413556845109,-0.003942029056846337,21.0,1.0,0.8107041231647611
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,ETF_RETURN,MIN10_CROSS_SECTION,34,10,11,2023-03-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,-0.0005563579883532548,0.00540355209761165,-0.10296152943526961,0.9179935036936279,-0.011147125488257952,0.010034409511551441,-0.005232850366697048,-0.005789208355050303,3.0,1.0,0.9791930706065364
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,UNCONDITIONAL_MEAN,CONST,0.000837159523628667,0.0030514310796184644,0.2743498056437641,0.783815812842991,-0.005143535493729697,0.006817854540987031,,,,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CONTINUOUS_CPU_VIX_ACTIVATION,CPU_Z_X_VIX_Z,-0.006608691338974251,0.0032153327618186333,-2.0553677732678253,0.03984349575816721,-0.012910627750450477,-0.0003067549274980265,,,,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,CPU_AND_VIX_STRESS_INCREMENT,CPU_AND_VIX_STRESS,0.0028151216324077306,0.00713488765867494,0.39455724702055683,0.6931696707188902,-0.01116900121233446,0.01679924447714992,0.0002236073729757005,0.003038729005383431,17.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,EXTREME_CPU_REGIME_INCREMENT,EXTREME_CPU_REGIME,0.0031865627757577636,0.007702302385256233,0.41371561597704737,0.6790823892683088,-0.011909672497381405,0.01828279804889693,6.094551414921189e-05,0.0032475082899069757,19.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_CPU_REGIME_INCREMENT,HIGH_CPU_REGIME,-7.174186709062424e-05,0.005266870347339616,-0.013621346712447982,0.9891320738363051,-0.010394618059118236,0.010251134324936989,0.0008785490623347972,0.0008068071952441729,45.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,AVAILABLE_CROSS_SECTION,78,5,11,2019-07-31,2025-12-31,EXPLORATORY_SMALL_CROSS_SECTION,HIGH_VIX_REGIME_INCREMENT,HIGH_VIX_REGIME,0.010467008927980996,0.005162208899498944,2.0276221152144673,0.04259883013284305,0.0003492654042909181,0.020584752451671073,-0.0027860358745185995,0.007680973053462397,27.0,,
EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,FACTOR_ADJUSTED_RETURN,BALANCED_COMMON_WINDOW,29,11,11,2023-08-31,2025-12-31,MAIN_INFERENCE_ELIGIBLE,UNCONDITIONAL_MEAN,CONST,-0.0027803721967600728,0.004663328149973261,-0.5962205762371698,0.5510278814954507,-0.011920327418799464,0.006359583025279317,,,,1.0,0.8014951003570192
