CHANNEL,CHANNEL_ROLE,SHOCK,SHOCK_ROLE,HORIZON_MONTHS,OUTCOME,MODEL_VARIANT,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,ERROR_MESSAGE,ARCHITECTURE_COLUMN,VALID_ROW_FLAG,FOCAL_REGRESSOR,INFERENCE_CLASS,COVARIANCE_STATUS,NONFINITE_COV_ELEMENTS,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,TARGET_VARIANCE,MIN_COV_EIGENVALUE,PSD_WARNING,FINITE_COEFFICIENT,COVARIANCE_METHOD,DK_BANDWIDTH,DF_INFERENCE,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DESIGN_RANK,N_REGRESSORS,ABSORBED_EFFECT_DF,CONDITION_NUMBER,WITHIN_R_SQUARED,REGRESSORS,HOLM_P_SHOCK_FAMILY,BH_Q_SHOCK_FAMILY,HOLM_P_WITHIN_CHANNEL,BH_Q_WITHIN_CHANNEL,BONFERRONI_CI_LOWER,BONFERRONI_CI_UPPER
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,10,LP_CUM_RETURN_H10,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,3.073753012254531e-05,0.007119067423224334,0.004317634360684818,0.9965597918945354,-0.014016300489618409,0.014077775549863501,1547,23,182,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,5.068112097641395e-05,6.000353209020316e-06,False,True,DK_H10,10,181,1,3.2208667967147398e-16,10,10,22,49.25941071584075,0.20595349979721045,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.9965597918945354,1.0,0.9965597918945354,-0.020819151806188825,0.020880626866433917
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,11,LP_CUM_RETURN_H11,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0022322353906089583,0.0077555169344967565,-0.2878254808109454,0.7738114549075109,-0.017535660454611305,0.013071189673393387,1524,23,181,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,6.014804292126596e-05,8.131227714539894e-06,False,True,DK_H11,11,180,1,3.042379117204849e-16,10,10,22,50.1177122214264,0.22291283477321366,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.8156391011187277,1.0,0.9965597918945354,-0.024946119136481537,0.020481648355263622
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,12,LP_CUM_RETURN_H12,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0034817924835048907,0.00820529141525327,-0.42433501838001686,0.6718310535959571,-0.01967333861947696,0.012709753652467182,1501,23,180,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,6.7326807209229e-05,6.832008393917596e-06,False,True,DK_H12,12,179,1,4.058481945574183e-16,10,10,22,50.01916460946822,0.2223739145225514,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.7402817462132197,1.0,0.9965597918945354,-0.027512948224790442,0.020549363257780662
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,0,LP_CUM_RETURN_H0,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.00714214804587571,0.006292078177215581,-1.1351016062925507,0.2577551831081692,-0.019553033087077204,0.005268736995325781,1777,23,192,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.959024778819255e-05,8.630963316413717e-07,False,True,DATE_CLUSTERED,0,191,1,3.0385051200267443e-16,10,10,22,25.038090194764308,0.8186508942966846,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.4020980856487439,1.0,0.9785088148584218,-0.025570001849084544,0.011285705757333123
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,1,LP_CUM_RETURN_H1,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.006197961643227854,0.009146209322639423,-0.6776535966530055,0.4988157048807705,-0.024239117290617302,0.011843194004161593,1754,23,191,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,8.365314497353628e-05,1.1308021457083425e-05,False,True,DK_H1,1,190,1,3.3516166781136804e-16,10,10,22,25.06736404252337,0.4095104830570544,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.6175813489000015,1.0,0.9785088148584218,-0.03298482021429074,0.020588896927835037
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,2,LP_CUM_RETURN_H2,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.0039049092613776654,0.013135598703651,0.2972768390292182,0.7665816436120326,-0.02200630810247228,0.029816126625227608,1731,23,190,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.00017254395330335785,1.853264579185219e-05,False,True,DK_H2,2,189,1,5.761473169896865e-16,10,10,22,25.098222535899207,0.24102360542185686,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.8304634472463687,1.0,0.9785088148584218,-0.03456582897659171,0.042375647499347045
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,3,LP_CUM_RETURN_H3,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0004857409664291832,0.018007522577622788,-0.02697433610511163,0.9785088148584218,-0.036008508937519605,0.035037027004661235,1708,23,189,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0003242708693835945,1.9202404812225123e-05,False,True,DK_H3,3,188,1,2.9890619893754217e-16,10,10,22,25.117350088669028,0.2316126381325141,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.9785088148584218,1.0,0.9785088148584218,-0.05322507192707268,0.05225358999421431
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,4,LP_CUM_RETURN_H4,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.004039252411331061,0.02106460847894257,0.19175539936424343,0.8481418664898779,-0.0375155544416874,0.04559405926434952,1685,23,188,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0004437177303711393,1.590921898908115e-05,False,True,DK_H4,4,187,1,2.8025047223547643e-16,10,10,22,25.138829321823234,0.19735676400516744,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.8939873727866281,1.0,0.9785088148584218,-0.057653484795498325,0.06573198961816044
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,5,LP_CUM_RETURN_H5,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.007688517263843244,0.023782252105259506,-0.3232880229262606,0.7468402976235714,-0.05460614692816753,0.03922911240048104,1662,23,187,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0005655955151981202,1.568380310472597e-05,False,True,DK_H5,5,186,1,5.842029177706706e-16,10,10,22,25.167379251209443,0.17650194411414022,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.8204724396427968,1.0,0.9785088148584218,-0.07734052293881374,0.061963488411127254
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,6,LP_CUM_RETURN_H6,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.0013718274275119871,0.026838097123006083,0.051114928946882486,0.9592890874782793,-0.05157624779995583,0.05431990265497981,1639,23,186,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0007202834571839073,1.630397430039406e-05,False,True,DK_H6,6,185,1,4.0946935209293406e-16,10,10,22,25.16389090968142,0.17086848708302438,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.9785088148584218,1.0,0.9785088148584218,-0.07722995026971553,0.07997360512473951
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,7,LP_CUM_RETURN_H7,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.004047241169022993,0.024063921603280903,0.16818709916637972,0.8666208139400438,-0.043429445370969065,0.051523927709015045,1616,23,185,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0005790723229288494,2.8635192671933637e-05,False,True,DK_H7,7,184,1,4.0671536545674053e-16,10,10,22,25.16293996856555,0.17188557806897387,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.9012856464976455,1.0,0.9785088148584218,-0.06642970090758936,0.07452418324563535
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,8,LP_CUM_RETURN_H8,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.013804102835992668,0.025798655667106943,0.5350706259315975,0.5932506000722262,-0.03709695218970711,0.06470515786169244,1593,23,184,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0006655706342299491,3.4017886488582136e-05,False,True,DK_H8,8,183,1,4.863259553521066e-16,10,10,22,25.50700447879557,0.18372092122613726,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.6906499523228903,1.0,0.9785088148584218,-0.06175342228731335,0.08936162795929868
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,9,LP_CUM_RETURN_H9,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.02299472090769243,0.023963973139622244,0.9595537757331549,0.3385528469303053,-0.02428821292380149,0.07027765473918635,1570,23,183,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0005742720086365364,5.01620914347739e-05,False,True,DK_H9,9,182,1,4.792766062589473e-16,10,10,22,25.230223808028743,0.15564808003170238,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.4801294920102511,1.0,0.9785088148584218,-0.047189498220431045,0.09317894003581591
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_AND_VIX_STRESS,PRIMARY_THRESHOLD_ACTIVATION,10,LP_CUM_RETURN_H10,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,0.033950343313528246,0.027185654074570863,1.2488330507112937,0.21333891378559325,-0.0196912214694141,0.08759190809647059,1547,23,182,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,JOINT_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,0.0007390597874622314,4.3405596649826187e-05,False,True,DK_H10,10,181,1,3.6478756523398e-16,10,10,22,25.125800013102594,0.13508710719410721,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS|HIGH_CPU_X_ARCH|HIGH_VIX_X_ARCH|JOINT_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,1.0,0.3540518143675803,1.0,0.9785088148584218,-0.045669337930244046,0.11357002455730053
