CHANNEL,CHANNEL_ROLE,SHOCK,SHOCK_ROLE,HORIZON_MONTHS,OUTCOME,MODEL_VARIANT,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,ERROR_MESSAGE,ARCHITECTURE_COLUMN,VALID_ROW_FLAG,FOCAL_REGRESSOR,INFERENCE_CLASS,COVARIANCE_STATUS,NONFINITE_COV_ELEMENTS,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,TARGET_VARIANCE,MIN_COV_EIGENVALUE,PSD_WARNING,FINITE_COEFFICIENT,COVARIANCE_METHOD,DK_BANDWIDTH,DF_INFERENCE,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DESIGN_RANK,N_REGRESSORS,ABSORBED_EFFECT_DF,CONDITION_NUMBER,WITHIN_R_SQUARED,REGRESSORS
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,3,LP_CUM_RETURN_H3,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,7.05880345351917e-05,0.005404794970134553,0.013060261291176123,0.9895935644491235,-0.010591249363019343,0.010732425432089727,1708,23,189,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.9211808669191755e-05,1.2335258865962648e-05,False,True,DK_H3,3,188,28,7.293624038062774e-12,3,3,210,1.7416722635284465,0.005042349599966522,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,3,LP_CUM_RETURN_H3,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,0.0003216694330250986,0.0047888410043912255,0.06717062285637324,0.9465176347503431,-0.009125425830398565,0.009768764696448762,1685,23,188,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.2932998165338765e-05,1.4271561162354425e-06,False,True,DK_H3,3,187,1,5.487063794782024e-16,17,17,22,62.49398370588398,0.24937578869276744,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0014748671564099572,0.004992989404185394,-0.2953875998962953,0.7680255243815288,-0.011324692303528347,0.008374957990708433,1685,23,188,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.4929943190307616e-05,3.0321629298050697e-06,False,True,DK_H4,4,187,1,2.8933084884170745e-16,10,10,22,48.80104656119363,0.22682849008026706,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.00010475695812007218,0.005458805573233565,-0.01919045415974004,0.9847096329435885,-0.01087351211778344,0.010663998201543295,1685,23,188,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.979855828636584e-05,1.7799592380812192e-05,False,True,DK_H4,4,187,28,8.084109770489789e-12,3,3,209,1.7463587902669715,0.005595585508855305,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,2.0456446571915337e-05,0.005334993007632648,0.0038343905123490855,0.9969447158531585,-0.010504418367050657,0.010545331260194487,1662,23,187,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.8462150391489246e-05,1.2819132342538665e-06,False,True,DK_H4,4,186,1,3.885780586188048e-16,17,17,22,62.53715318072317,0.24548310710432497,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0070272938418142455,0.005307695278155352,-1.3239821567632508,0.18713375117417383,-0.01749831569161219,0.0034437280079837006,1662,23,187,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.8171629165752627e-05,4.016771102176474e-06,False,True,DK_H5,5,186,1,2.983724378680108e-16,10,10,22,48.76859776186459,0.21038309946479405,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.005423181257416437,0.0058339005849864095,-0.9295978185458007,0.35378422806058457,-0.0169323009965157,0.0060859384816828255,1662,23,187,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.403439603550477e-05,1.7166979533102262e-05,False,True,DK_H5,5,186,28,8.900935544176036e-12,3,3,208,1.7676888214658337,0.006693848406758907,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.006186896674876612,0.005594210139808191,-1.1059464196475006,0.2701858194362483,-0.01722354573249245,0.004849752382739225,1639,23,186,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.129518708833277e-05,2.009766243447735e-06,False,True,DK_H5,5,185,1,4.0469419929884737e-16,17,17,22,62.56583660093663,0.2227198572940805,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.008245085222975814,0.0055536631623527835,-1.4846210477559503,0.13934611293576232,-0.019201740367360186,0.0027115699214085576,1639,23,186,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.0843174520874324e-05,3.3723919174610234e-06,False,True,DK_H6,6,185,1,3.2218236793043757e-16,10,10,22,48.76140071406255,0.17190547465427175,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.007046967891564713,0.005962547212012254,-1.181872049141643,0.23877340781095374,-0.018810298089007256,0.004716362305877831,1639,23,186,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.5551969255475094e-05,1.8279212764135966e-05,False,True,DK_H6,6,185,28,9.8532917935934e-12,3,3,207,1.7738540789596233,0.0073919833620653685,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.007788796171734454,0.005897089077177831,-1.3207865897562354,0.18821286652729166,-0.019423402294180055,0.0038458099507111456,1616,23,185,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.477565958417009e-05,1.818666516240567e-06,False,True,DK_H6,6,184,1,3.00060276925718e-16,17,17,22,62.52451258260881,0.18752042727188034,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.009107807169015214,0.00535672192822006,-1.7002575999015075,0.09077208204321219,-0.019676301035506674,0.0014606866974762479,1616,23,185,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.869446981627364e-05,4.650563554122276e-06,False,True,DK_H7,7,184,1,3.00060276925718e-16,10,10,22,48.77426403296155,0.18437665292878724,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.007765057973972103,0.005578454456249297,-1.3919729980538338,0.1656107962698173,-0.018771016934578933,0.0032409009866347267,1616,23,185,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.111915412044764e-05,1.607841875787725e-05,False,True,DK_H7,7,184,29,4.741207426661731e-12,3,3,206,1.7966296459332007,0.008415198805469482,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.008023451320245543,0.005717336665452396,-1.403354706873934,0.16220560419777758,-0.019303824684028574,0.0032569220435374885,1593,23,184,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.268793854612632e-05,1.8080948992911825e-06,False,True,DK_H7,7,183,1,3.885780586188048e-16,17,17,22,62.25723012196536,0.2053112697755105,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,8,LP_CUM_RETURN_H8,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.006835350155023556,0.005555307588990806,-1.2304179463562857,0.22011988663169077,-0.017796038220349347,0.0041253379103022335,1593,23,184,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.0861442408298846e-05,5.763225818879668e-06,False,True,DK_H8,8,183,1,3.885780586188048e-16,10,10,22,49.567441176701074,0.2003761139349337,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
INTERNAL_FINANCIAL_CAPACITY,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,8,LP_CUM_RETURN_H8,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.005967714673120158,0.005442800719346181,-1.0964418836626142,0.2743262030504229,-0.01670642534410242,0.004770995997862103,1593,23,184,,INTERNAL_FINANCIAL_CAPACITY_MAIN,VALID_INTERNAL_FINANCIAL_CAPACITY_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.9624079670515305e-05,1.3732446540622234e-05,False,True,DK_H8,8,183,29,5.17449277870341e-12,3,3,205,1.8047109280482698,0.006375257833503345,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
