CHANNEL,TEST,HORIZON_MONTHS,CONTROL_LEVEL,ARCHITECTURE_COLUMN,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,COVARIANCE_METHOD,MONTH_FE,COVARIANCE_STATUS,TARGET_VARIANCE,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,NONFINITE_COV_ELEMENTS,MIN_COV_EIGENVALUE,REGRESSORS,DESIGN_RANK,N_REGRESSORS,CONDITION_NUMBER,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DF_INFERENCE
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,12,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.004209294806500861,0.008030829520167019,-0.5241419701327839,0.6008282108328842,-0.020056574336900956,0.011637984723899233,1501,23,180,DK,False,VALID,6.449422278198604e-05,0,0,0,5.627205913127734e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,12,12,72.87564159556945,1,9.060780847207307e-17,179
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,12,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.0040326401685173595,0.009476908821300601,-0.4255227357947635,0.6709668056713838,-0.02273347584161003,0.01466819550457531,1501,23,180,DK,False,VALID,8.981180080724514e-05,0,0,0,2.5631688240897244e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,17,17,127.33668581376632,1,9.060780847207307e-17,179
INTERNAL_FINANCIAL_CAPACITY,CPU_AND_VIX_STRESS,0,BASELINE,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.00714214804587571,0.006292078177215581,-1.1351016062925507,0.2577551831081692,-0.019553033087077204,0.005268736995325781,1777,23,192,DATE_CLUSTER,False,VALID,3.959024778819255e-05,0,0,0,8.630963316413717e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,25.038090194764308,1,3.148859901019015e-17,191
INTERNAL_FINANCIAL_CAPACITY,CPU_AND_VIX_STRESS,0,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.007143711398644279,0.0062964030035155905,-1.1345702291698283,0.25797730951439246,-0.019563126995334884,0.005275704198046328,1777,23,192,DATE_CLUSTER,False,VALID,3.9644690782680144e-05,0,0,0,8.313689634109016e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,12,12,39.24170986089454,1,3.148859901019015e-17,191
INTERNAL_FINANCIAL_CAPACITY,CPU_AND_VIX_STRESS,0,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,0.0034779338977579954,0.00512501559003871,0.6786191840114434,0.49820058932386463,-0.006630964550557736,0.013586832346073727,1777,23,192,DATE_CLUSTER,False,VALID,2.6265784798139822e-05,0,0,0,5.749012493883277e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,17,17,67.8686938190497,1,3.148859901019015e-17,191
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,0,BASELINE,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.007407843316487757,0.003744679479756954,-1.9782316100839044,0.049340278700759604,-0.014794081254169603,-2.1605378805910312e-05,1777,23,192,DATE_CLUSTER,False,VALID,1.4022624406112814e-05,0,0,0,2.567591590492045e-06,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,17.224539287003854,1,5.45427518569365e-17,191
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,0,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.007388923149027223,0.003752019309649513,-1.9693190624110737,0.050362500296135294,-0.0147896386221835,1.179232412905351e-05,1777,23,192,DATE_CLUSTER,False,VALID,1.4077648899982808e-05,0,0,0,2.385807625149525e-06,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,8,8,26.929780316480276,1,5.45427518569365e-17,191
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,0,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.0037312621417267544,0.0023738240058792416,-1.5718360470218309,0.11764364162166809,-0.008413539763720494,0.0009510154802669863,1777,23,192,DATE_CLUSTER,False,VALID,5.635040410888569e-06,0,0,0,1.901722775478446e-06,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,13,13,46.26735754263288,1,5.45427518569365e-17,191
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,6,BASELINE,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.05022879557320578,0.016197819987281592,-3.1009602287619606,0.002230845813849656,-0.0821849878202478,-0.018272603326163768,1639,23,186,DK,False,VALID,0.00026236937234037905,0,0,0,9.303552055500056e-05,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,15.298700764387265,1,5.649334975822944e-17,185
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,6,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.04993012679189253,0.016311475082780143,-3.0610430104266446,0.0025340456649948803,-0.08211054576107736,-0.017749707822707697,1639,23,186,DK,False,VALID,0.0002660642193761575,0,0,0,7.912370915651268e-05,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,8,8,23.604876924214437,1,5.649334975822944e-17,185
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,6,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.04865553268360881,0.015557850816600594,-3.127394217695686,0.0020488973653783986,-0.07934914898731277,-0.017961916379904845,1639,23,186,DK,False,VALID,0.00024204672203159979,0,0,0,5.1117538911831256e-05,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,13,13,40.8696424879065,1,5.649334975822944e-17,185
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,9,BASELINE,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.072610975984937,0.017264310927762646,-4.205842694142613,4.076442087819791e-05,-0.10667491298268171,-0.03854703898719229,1570,23,183,DK,False,VALID,0.00029805643181046477,0,0,0,0.00015323429109196298,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,14.381170494410727,1,1.3365105200901566e-17,182
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,9,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.07268524364254456,0.017327264699752848,-4.194848113769585,4.260882275159605e-05,-0.10687339372541137,-0.038497093559677745,1570,23,183,DK,False,VALID,0.00030023410197530117,0,0,0,0.00010297524859118982,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,8,8,20.97352888871779,1,1.3365105200901566e-17,182
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,9,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.06973588124308266,0.01778254871482222,-3.921590901362524,0.00012449666720948895,-0.10482234496674842,-0.034649417519416914,1570,23,183,DK,False,VALID,0.0003162190387950254,0,0,0,4.700889665125988e-05,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,13,13,36.30052649035944,1,1.3365105200901566e-17,182
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,12,BASELINE,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.08221723543751264,0.025397257351074037,-3.2372485855853923,0.0014381671688056626,-0.13233378137305735,-0.03210068950196793,1501,23,180,DK,False,VALID,0.0006450206809566842,0,0,0,0.00013895475256840527,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,12.51514362244261,1,2.2448546833693206e-17,179
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,12,COMMON_STYLE_CONTROLS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.0822753567636284,0.025316718088451498,-3.2498429091865275,0.0013793870868511488,-0.13223297413460247,-0.03231773939265434,1501,23,180,DK,False,VALID,0.0006409362147701273,0,0,0,0.00014950390915586804,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,8,8,17.944688222545544,1,2.2448546833693206e-17,179
INTERNAL_FINANCIAL_CAPACITY,EXTREME_CPU_REGIME,12,ARCHITECTURE_FACTOR_BETAS,INTERNAL_FINANCIAL_CAPACITY_MAIN,RELIABLE_ESTIMATE,-0.080581694879829,0.024908743758923556,-3.2350766325162668,0.0014485364708879528,-0.12973425428947774,-0.031429135470180246,1501,23,180,DK,False,VALID,0.0006204455156477132,0,0,0,7.728406596463508e-05,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,13,13,30.909576409305167,1,2.2448546833693206e-17,179
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,0,BASELINE,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.006535591221884851,0.002270390829000016,-2.8786194598766173,0.004449538971850514,-0.011013850834003452,-0.0020573316097662513,883,11,192,DATE_CLUSTER,False,VALID,5.15467451640738e-06,0,0,0,4.954434678418784e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,71.19006915236682,1,9.316820625676569e-17,191
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,0,COMMON_STYLE_CONTROLS,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.006548559907875185,0.002259366903886987,-2.898404812697364,0.004189422921440429,-0.011005075246730295,-0.0020920445690200762,883,11,192,DATE_CLUSTER,False,VALID,5.10473880637987e-06,0,0,0,4.254679483194307e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,12,12,112.73136020385421,1,9.316820625676569e-17,191
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,0,ARCHITECTURE_FACTOR_BETAS,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.004561782023069111,0.0025180786575068493,-1.8116122026091646,0.07161695945113991,-0.00952859646224542,0.00040503241610719606,883,11,192,DATE_CLUSTER,False,VALID,6.340720125391495e-06,0,0,0,1.24975010869124e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,17,17,131.05839589635056,1,9.316820625676569e-17,191
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,6,BASELINE,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.008639086606021612,0.01605930180464456,-0.5379490784289934,0.59125877416257,-0.04032200049353528,0.023043827281492055,817,11,186,DK,False,VALID,0.00025790117445266,0,0,0,1.4505548025320827e-05,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,71.34330442307774,1,5.585087675898891e-17,185
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,6,COMMON_STYLE_CONTROLS,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.008784618926148338,0.01610613852858244,-0.5454205494730402,0.5861213070961541,-0.040559935578698025,0.022990697726401346,817,11,186,DK,False,VALID,0.00025940769830188774,0,0,0,1.3123213466529898e-05,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,12,12,112.04339488527265,1,5.585087675898891e-17,185
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,6,ARCHITECTURE_FACTOR_BETAS,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.0009176730824020785,0.014796815079896037,0.06201828416771199,0.9506152234085147,-0.028274518688364995,0.030109864853169153,817,11,186,DK,False,VALID,0.00021894573650863876,0,0,0,6.392338582113415e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN|MARKET_RETURN_X_ARCH_STYLE|GROWTH_FACTOR_X_ARCH_STYLE|ENERGY_RETURN_X_ARCH_STYLE|TREASURY_RETURN_X_ARCH_STYLE|USO_RETURN_X_ARCH_STYLE,17,17,130.35575913737864,1,5.585087675898891e-17,185
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,9,BASELINE,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.02357409698370614,0.011851278342699443,-1.9891606881571657,0.048181520051330216,-0.046957665577762236,-0.00019052838965004024,784,11,183,DK,False,VALID,0.00014045279835613687,0,0,0,1.379406208839884e-05,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,69.2580192902565,1,7.115906503496699e-17,182
EXTERNAL_FINANCING_DEPENDENCE,CPU_VIX_CONTINUOUS,9,COMMON_STYLE_CONTROLS,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.0223216606328031,0.011871755024022329,-1.8802325846208532,0.06167398733712075,-0.04574563144073407,0.0011023101751278658,784,11,183,DK,False,VALID,0.0001409385673503994,0,0,0,1.1607849341566027e-05,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|GROWTH_FACTOR|USO_RETURN,12,12,105.53155612683669,1,7.115906503496699e-17,182
