CHANNEL,TEST,REPLICATION,PERMUTED_COEFFICIENT
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,73,2.8230869551837475e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,74,0.00468022200377922
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,75,-0.00016855747935199972
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,76,0.0012534315194731864
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,77,0.005537901975938379
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,78,-0.00019530189794084342
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,79,0.00013333368836918882
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,80,0.001345707170341332
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,81,-0.0006717066421262367
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,82,-0.001327173497797788
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,83,-0.0012463334834836276
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,84,0.0010525917154671825
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,85,-0.004183097657941443
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,86,-0.00010069044577184787
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,87,-8.186062468849863e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,88,-0.0016592056188195236
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,89,0.0007438428537903165
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,90,-0.0014142176863462168
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,91,0.0007617790974940065
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,92,-0.0013840059050343933
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,93,0.004166295991170477
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,94,0.0011601737534020073
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,95,-0.00012217706372836032
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,96,-0.0017587741302851627
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,97,-0.0015979098132493676
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,98,-0.00024904527571189064
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,99,-0.0053433105755617775
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,100,-0.0017137855893858498
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,101,0.0008880195483761688
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,102,-0.0002756183575801414
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,103,0.00045437464154733366
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,104,0.0018300718573200827
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,105,-3.873992015951355e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,106,-0.0005990136866806605
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,107,0.001628090364467499
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,108,-0.0003647592162664099
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,109,-0.00013210516154433526
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,110,-0.00224198594057564
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,111,-0.0019005050539340257
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,112,0.004147404289132658
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,113,-0.001660109536835795
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,114,-0.0021373660405839346
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,115,-0.002981240466231899
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,116,-0.0017347341464832079
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,117,-0.0019421817235199344
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,118,-0.0012731667914606109
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,119,0.0006003618787608024
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,120,-0.001152979432741549
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,121,0.00016695064491677468
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,122,0.0014799669608654093
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,123,-0.002709766517486867
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,124,-0.00019245914979259748
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,125,0.0009927930197454853
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,126,0.0027967023119996946
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,127,-0.0016434187437751413
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,128,-0.0022233023624671135
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,129,0.003764748316350777
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,130,-0.0010428238840557232
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,131,-0.0011773921003777935
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,132,0.001378350626475506
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,133,-0.0008417694609003391
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,134,-0.004132962873773128
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,135,0.0012779859056168963
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,136,0.0009563727298650754
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,137,0.0006194943681382011
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,138,0.0021719395622987
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,139,-5.31209726932831e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,140,0.001023236694910111
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,141,-0.0014954707166479162
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,142,0.00020150385741908447
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,143,-0.0004467809792591447
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,144,0.0011329190679197874
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,145,-0.0004864423655407795
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,146,-0.0005492757690255502
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,147,-0.0015787313880098613
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,148,-0.00011337577491512285
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,149,-0.0037278504310533016
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,150,0.003261574881129195
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,151,-0.003449612754234987
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,152,0.00013460861232839847
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,153,-0.0036429968622294917
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,154,0.0002656403749712833
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,155,-0.0018465601914134948
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,156,0.0004036291443648938
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,157,0.004625502894756942
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,158,-0.001012821226823773
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,159,-0.0015896912758207374
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,160,0.0007881246250504749
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,161,0.0026225767380957266
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,162,-0.0010229622396125827
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,163,-0.00010787196400045249
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,164,-9.782234893987393e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,165,0.0005813681871547948
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,166,0.002894875329699588
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,167,0.0027267144014771682
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,168,-0.0005986533584056046
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,169,0.0028010143190586342
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,170,-0.0022049426766731664
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,171,-0.0031970871362958777
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,172,-0.0007891098322512402
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,173,-0.0034896422210929177
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,174,0.0023146194186070956
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,175,-0.0003350585412363612
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,176,-0.0064311839018160195
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,177,-0.001430043461035374
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,178,-0.0004776247973823318
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,179,0.0010507866521859337
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,180,-0.0027341144752899105
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,181,0.0022576395029154706
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,182,-0.005027897231873025
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,183,-0.003461977932565373
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,184,0.004858652902462296
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,185,-0.0013434611663055613
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,186,-0.0009503578550663365
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,187,-0.0016591376092636775
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,188,-0.0012582860483182474
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,189,-0.0023833605380650102
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,190,0.0004905664434829168
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,191,-0.0008576591461814912
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,192,0.0025711934341420017
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,193,-0.0011627301198649275
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,194,-0.0011607447082961867
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,195,0.003937567069902114
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,196,-0.0012867653217560689
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,197,-0.003735051915437934
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,198,-0.000726140830805638
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,199,-0.002953812184439831
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,200,-0.0004022880481116679
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,201,0.0037566386720389385
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,202,0.0008715845310988378
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,203,0.006217346191253111
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,204,-0.0002791661163779089
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,205,0.001135762904558971
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,206,3.1090931288827524e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,207,0.0016879604564413618
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,208,-0.004901015888978116
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,209,-0.0011619341509982706
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,210,-0.00018114024228032015
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,211,0.0016182093845225063
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,212,-0.0013967153313685673
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,213,0.0003441404192121675
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,214,0.0027927565561393897
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,215,-0.002510796914717414
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,216,-0.002666755752541808
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,217,0.0032704467741255096
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,218,0.00031036427184619463
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,219,-0.0014101435013002372
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,220,0.0005291393016830335
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,221,0.005202946296674005
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,222,-0.0010569508285774006
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,223,0.0012642560767412065
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,224,-0.0011586102307757642
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,225,-0.0012985595905838764
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,226,-0.0013451869642291503
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,227,-0.0014191828560615794
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,228,-0.0014100705119177877
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,229,-0.0004002856328806145
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,230,-0.0031277487284766927
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,231,-0.0020042610397851377
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,232,-0.002613663143036428
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,233,-0.00045682097331503353
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,234,-0.00193457715557853
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,235,-0.0019191244484343996
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,236,-0.0019529791390069451
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,237,-0.0011882350402778472
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,238,-0.0003705400923522347
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,239,0.0013494522723653483
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,240,-0.0014581460072156972
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,241,-0.0010993663071003001
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,242,0.0020701519704148757
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,243,0.0001505030381345984
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,244,0.000767689091485898
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,245,-0.0013276347148042926
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,246,-0.0008748793165705151
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,247,-0.0014703248440322498
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,248,0.00013851546455329028
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,249,-0.0008223574461942551
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,250,0.0013018988080042541
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,251,-0.0004765949588910666
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,252,0.0006463852350260778
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,253,0.0006025205165302961
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,254,0.0007800143322263388
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,255,-0.0009572032036735531
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,256,-0.0007691676076643306
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,257,-6.694283235680804e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,258,-0.0010147780013254003
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,259,-0.0005490320707406784
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,260,0.0004639131620891971
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,261,-0.0007813125730592955
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,262,-0.001013031348138787
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,263,-0.004176126112927502
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,264,-0.0008519911415469114
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,265,0.0007809032080056221
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,266,-0.002285699730177158
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,267,-0.0017175666781167596
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,268,-4.451262555779887e-05
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,269,0.0028725104095285816
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,270,-0.00020584176622278028
INTERNAL_FINANCIAL_CAPACITY,CPU_VIX_CONTINUOUS,271,0.0014726401393233763
