MODEL,CHANNEL,CHANNEL_ROLE,QUALITY,SHOCK,HORIZON_MONTHS,OUTCOME,COVARIANCE,PARAMETER,TARGET_PARAMETER,COEFFICIENT,STD_ERROR,TEST_STATISTIC,P_VALUE,SIGNIFICANCE,CI_LOWER_95,CI_UPPER_95,EXPECTED_SIGN,EXPECTED_SIGN_MATCH,N_OBSERVATIONS,N_ETFS,N_MONTHS,N_POSITIVE_SHOCK_MONTHS,R_SQUARED,ADJ_R_SQUARED,COEFFICIENT_WITH_STARS
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_3M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.018206614131061036,0.007441452651558947,-2.446647850033265,0.014419164422670595,**,-0.032791861328116574,-0.0036213669340055005,POSITIVE,0.0,1708,23,189,18,0.055116254294952816,0.039358812436857904,-0.018207**
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_3M_ETF_MONTH_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,3,CUM_RETURN_LEAD3,CLUSTER_ETF,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.01739636645789849,0.009190766864748864,-1.89280902387179,0.07161399743145631,*,-0.03645685033208588,0.0016641174162888989,POSITIVE,0.0,1708,23,189,18,0.7610833787558527,0.7273859141285031,-0.017396*
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_6M_ETF_FE_CLUSTER_DATE,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_DATE,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.04324376642330878,0.010391024406339572,-4.161646121909379,4.835485046079899e-05,***,-0.06374390618492004,-0.02274362666169752,POSITIVE,0.0,1639,23,186,15,0.08313158112885743,0.06718604340935941,-0.043244***
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_6M_ETF_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_ETF,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.04324376642330878,0.023818228267607183,-1.8155744389317299,0.08309162006428825,*,-0.09263974855268967,0.006152215706072106,POSITIVE,0.0,1639,23,186,15,0.08313158112885743,0.06718604340935941,-0.043244*
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_6M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.04324376642330878,0.020042121978660024,-2.157644109209237,0.030955512474797064,**,-0.08252632550148242,-0.00396120734513513,POSITIVE,0.0,1639,23,186,15,0.08313158112885743,0.06718604340935941,-0.043244**
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_6M_ETF_MONTH_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_ETF,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.036436978390703895,0.019309045279865295,-1.8870419465378192,0.07242042622168136,*,-0.07648148736355587,0.0036075305821480844,POSITIVE,0.0,1639,23,186,15,0.7003076611845052,0.6567160482658877,-0.036437*
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_12M_ETF_FE_CLUSTER_DATE,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_DATE,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.07257617085013535,0.022965923395298574,-3.160167766865958,0.001851689449992219,***,-0.11789495227926504,-0.027257389421005654,POSITIVE,0.0,1501,23,180,9,0.17514554115091052,0.1594553748141072,-0.072576***
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_12M_ETF_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_ETF,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.07257617085013535,0.015403527364111139,-4.711659163162292,0.00010613938935240354,***,-0.10452113140128812,-0.040631210298982576,POSITIVE,0.0,1501,23,180,9,0.17514554115091052,0.1594553748141072,-0.072576***
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_12M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.07257617085013535,0.003466196366301334,-20.93827446007597,2.399948039828958e-97,***,-0.07936991572808597,-0.06578242597218473,POSITIVE,0.0,1501,23,180,9,0.17514554115091052,0.1594553748141072,-0.072576***
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_12M_ETF_MONTH_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_ETF,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.07223187404264807,0.011104656469666728,-6.5046473287989865,1.5250424394224874e-06,***,-0.09526152202341609,-0.049202226061880044,POSITIVE,0.0,1501,23,180,9,0.6913747391905551,0.6433452301893934,-0.072232***
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_1M_ETF_FE_CLUSTER_DATE,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0017628035205549384,0.0038915970268213044,-0.45297689056844975,0.6510822270626644,,-0.0094390883289525,0.005913481287842625,POSITIVE,0.0,1754,23,191,17,0.09068393739545588,0.0759240244952083,-0.001763
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_1M_ETF_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0017628035205549384,0.0030549317926414654,-0.5770353121470904,0.569773896721093,,-0.008098344289597837,0.0045727372484879614,POSITIVE,0.0,1754,23,191,17,0.09068393739545588,0.0759240244952083,-0.001763
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_1M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0017628035205549384,0.0,,,,-0.0017628035205549384,-0.0017628035205549384,POSITIVE,0.0,1754,23,191,17,0.09068393739545588,0.0759240244952083,-0.001763
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_1M_ETF_MONTH_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.002719103013191345,0.0028057107737037806,-0.9691316149461459,0.34301417383193405,,-0.008537791023103782,0.003099584996721091,POSITIVE,0.0,1754,23,191,17,0.8348359245511708,0.8119918024274042,-0.002719
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_3M_ETF_FE_CLUSTER_DATE,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0066733885690230576,0.007277028351024178,-0.9170485872964664,0.360292088157598,,-0.021028510908489464,0.00768173377044335,POSITIVE,0.0,1708,23,189,17,0.05912373305250418,0.04343312228744767,-0.006673
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_3M_ETF_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0066733885690230576,0.004493777404368533,-1.4850287338522066,0.15172511386617038,,-0.015992912501098615,0.0026461353630524995,POSITIVE,0.0,1708,23,189,17,0.05912373305250418,0.04343312228744767,-0.006673
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_3M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0066733885690230576,0.0,,,,-0.0066733885690230576,-0.0066733885690230576,POSITIVE,0.0,1708,23,189,17,0.05912373305250418,0.04343312228744767,-0.006673
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_3M_ETF_MONTH_FE_CLUSTER_ETF,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.00905270663081124,0.003643331352420518,-2.484733271596858,0.02105684415027249,**,-0.0166085134000465,-0.0014968998615759784,POSITIVE,0.0,1708,23,189,17,0.759546708347707,0.7256325074528982,-0.009053**
INTERNAL_FINANCIAL_CAPACITY_MAIN_CPU_AND_VIX_STRESS_6M_ETF_FE_CLUSTER_DATE,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,CPU_AND_VIX_STRESS_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.0158481050175683,0.009673473137718927,-1.6383055797997899,0.10305759827122074,,-0.03493260944645239,0.0032363994113157914,POSITIVE,0.0,1639,23,186,17,0.0656321974458618,0.04938232261883335,-0.015848
