PAIR,CHANNEL_1,CHANNEL_2,SHOCK,HORIZON_MONTHS,MODEL_VARIANT,N_OBSERVATIONS,N_ETFS,N_DATES,INFERENCE_CLASS,FOCAL_CHANNEL,CONDITIONAL_ON,FOCAL_REGRESSOR,COVARIANCE_METHOD,DK_BANDWIDTH,CONDITION_NUMBER,PAIRWISE_ARCH_CORRELATION,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,3,MONTH_FE_ROBUSTNESS,926,13,189,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H3,3,6.106798638628076,0.8358479120287355,RELIABLE_ESTIMATE,0.00028579844218096576,0.004252966885408408,0.06719978073695274,0.9464940722397496,-0.008103870664597296,0.008675467548959228
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H4,4,52.88729428429296,0.8356563359921537,RELIABLE_ESTIMATE,-0.01167738854872446,0.007387939829816464,-1.5806014691127441,0.11565913267920123,-0.02625180672396114,0.0028970296265122195
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H4,4,52.88729428429296,0.8356563359921537,RELIABLE_ESTIMATE,0.00729010392108196,0.008886048001138331,0.8203988905020628,0.413033279870636,-0.010239678735124838,0.024819886577288758
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,MONTH_FE_ROBUSTNESS,913,13,188,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H4,4,6.123066207652967,0.8356563359921537,RELIABLE_ESTIMATE,-0.005091374423097498,0.005400006979194041,-0.9428458968135248,0.34697622280507284,-0.015744135771578283,0.005561386925383288
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,MONTH_FE_ROBUSTNESS,913,13,188,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H4,4,6.123066207652967,0.8356563359921537,RELIABLE_ESTIMATE,0.0016064394390154061,0.00531492865964641,0.30225042364393256,0.7627970762718834,-0.008878485268223489,0.012091364146254302
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H5,5,52.83647441482775,0.8354603186232462,RELIABLE_ESTIMATE,-0.021992965187265966,0.008952379096762164,-2.4566615141689243,0.014940768323709323,-0.039654219689888776,-0.004331710684643161
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H5,5,52.83647441482775,0.8354603186232462,RELIABLE_ESTIMATE,0.011050467788756124,0.01077843037205759,1.0252390568299976,0.30658190468060303,-0.010213220877931018,0.03231415645544326
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,MONTH_FE_ROBUSTNESS,900,13,187,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H5,5,6.209425930076717,0.8354603186232462,RELIABLE_ESTIMATE,-0.01121474713199607,0.0060371281581465975,-1.8576294619259837,0.0648023563630007,-0.023124794250592766,0.0006952999866006292
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,MONTH_FE_ROBUSTNESS,900,13,187,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H5,5,6.209425930076717,0.8354603186232462,RELIABLE_ESTIMATE,-5.8231751658119914e-05,0.006715545787236605,-0.008671186751312707,0.9930907739266651,-0.013306661246260102,0.013190197742943862
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,PRIMARY_ALIGNED,887,13,186,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H6,6,52.825464067608266,0.8352597190123197,RELIABLE_ESTIMATE,-0.02312871483178056,0.00934741550033418,-2.474343291036296,0.014248940497554803,-0.041569949947135754,-0.004687479716425368
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,PRIMARY_ALIGNED,887,13,186,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H6,6,52.825464067608266,0.8352597190123197,RELIABLE_ESTIMATE,0.010523475996299448,0.010865171290711007,0.9685513200603026,0.33403362330017194,-0.01091209390357775,0.031959045896176645
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,MONTH_FE_ROBUSTNESS,887,13,186,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H6,6,6.231805305228373,0.8352597190123197,RELIABLE_ESTIMATE,-0.013981665909581093,0.006189098450167662,-2.2590795771236003,0.025045177698944973,-0.02619195223605731,-0.0017713795831048752
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,MONTH_FE_ROBUSTNESS,887,13,186,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H6,6,6.231805305228373,0.8352597190123197,RELIABLE_ESTIMATE,0.0007178586879259855,0.006627555554856889,0.10831424678136652,0.9138638071754702,-0.012357446483094251,0.013793163858946222
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,PRIMARY_ALIGNED,874,13,185,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H7,7,52.84029213938807,0.835054391547564,RELIABLE_ESTIMATE,-0.024705896176191167,0.008314647863686946,-2.971370114673249,0.003360808682702663,-0.041110202042150226,-0.008301590310232112
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,PRIMARY_ALIGNED,874,13,185,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H7,7,52.84029213938807,0.835054391547564,RELIABLE_ESTIMATE,0.009480834134491899,0.01098794613532069,0.8628395168425345,0.38934893650441876,-0.012197730273472774,0.03115939854245657
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,MONTH_FE_ROBUSTNESS,874,13,185,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H7,7,6.337406823429398,0.835054391547564,RELIABLE_ESTIMATE,-0.01659282978570121,0.005771222013302181,-2.8750981590131404,0.004515268002645321,-0.027979107674875027,-0.005206551896527391
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,MONTH_FE_ROBUSTNESS,874,13,185,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H7,7,6.337406823429398,0.835054391547564,RELIABLE_ESTIMATE,0.0018552979850317796,0.0068111248027823545,0.2723923050527407,0.7856258213871352,-0.01158264627765126,0.015293242247714818
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,PRIMARY_ALIGNED,861,13,184,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H8,8,53.76054649679885,0.8348441858782685,RELIABLE_ESTIMATE,-0.023790684465992605,0.007722318594178593,-3.0807696128889344,0.002383330344031282,-0.03902691106478531,-0.008554457867199893
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,PRIMARY_ALIGNED,861,13,184,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H8,8,53.76054649679885,0.8348441858782685,RELIABLE_ESTIMATE,0.011502082116250692,0.008747228450500839,1.3149401757755759,0.19017539434695496,-0.005756303841006409,0.028760468073507794
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,MONTH_FE_ROBUSTNESS,861,13,184,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H8,8,6.4033658165341345,0.8348441858782685,RELIABLE_ESTIMATE,-0.0152995984571617,0.005754805275638032,-2.6585779577859725,0.00854232931478722,-0.026653897835284587,-0.003945299079038813
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,MONTH_FE_ROBUSTNESS,861,13,184,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H8,8,6.4033658165341345,0.8348441858782685,RELIABLE_ESTIMATE,0.003238339170866674,0.005496145928399405,0.5892018176107175,0.556452548009561,-0.007605622233193033,0.01408230057492638
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,PRIMARY_ALIGNED,848,13,183,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H9,9,52.25414969610709,0.8346289469083383,RELIABLE_ESTIMATE,-0.015292481288182062,0.007473431809258682,-2.0462461795980422,0.04217046761492445,-0.030038190594086016,-0.0005467719822781075
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,PRIMARY_ALIGNED,848,13,183,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H9,9,52.25414969610709,0.8346289469083383,RELIABLE_ESTIMATE,0.005616218133761567,0.007809032388318055,0.7191951389730646,0.47294311578412906,-0.009791659331029146,0.02102409559855228
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,MONTH_FE_ROBUSTNESS,848,13,183,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H9,9,6.147152990945349,0.8346289469083383,RELIABLE_ESTIMATE,-0.012720453545646092,0.005433629166791523,-2.3410603033768185,0.020311889794027132,-0.023441460736790397,-0.0019994463545017875
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,MONTH_FE_ROBUSTNESS,848,13,183,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H9,9,6.147152990945349,0.8346289469083383,RELIABLE_ESTIMATE,0.0008310027838690275,0.004047109200044282,0.20533243428665948,0.837541880537569,-0.007154283937977988,0.008816289505716043
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,PRIMARY_ALIGNED,835,13,182,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H10,10,53.34868344411561,0.8344085148276721,RELIABLE_ESTIMATE,-0.010684778468632295,0.007201064064467213,-1.4837777268716512,0.13960716659600425,-0.024893608738475036,0.0035240518012104437
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,PRIMARY_ALIGNED,835,13,182,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H10,10,53.34868344411561,0.8344085148276721,RELIABLE_ESTIMATE,0.0022745990045646993,0.006194504859338392,0.3671962580085278,0.7139015904169803,-0.009948131881327982,0.014497329890457381
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,MONTH_FE_ROBUSTNESS,835,13,182,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H10,10,6.056173695850902,0.8344085148276721,RELIABLE_ESTIMATE,-0.01203374015096914,0.00467732659222028,-2.5727816763928053,0.010890091209054686,-0.021262840054886885,-0.002804640247051392
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,MONTH_FE_ROBUSTNESS,835,13,182,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H10,10,6.056173695850902,0.8344085148276721,RELIABLE_ESTIMATE,-0.0006573255063071242,0.0026140538716462394,-0.25145828608848203,0.801745073939515,-0.0058152643117293165,0.004500613299115068
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,PRIMARY_ALIGNED,822,13,181,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H11,11,54.31955021383716,0.8341827251905649,RELIABLE_ESTIMATE,-0.014255954320608076,0.008430374412701709,-1.6910226785573366,0.0925631971770597,-0.030891028961784767,0.0023791203205686152
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,PRIMARY_ALIGNED,822,13,181,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H11,11,54.31955021383716,0.8341827251905649,RELIABLE_ESTIMATE,0.0030430078714899704,0.005699084140059363,0.5339468231571457,0.5940371150628053,-0.008202600616953357,0.014288616359933299
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,MONTH_FE_ROBUSTNESS,822,13,181,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H11,11,6.065095436289807,0.8341827251905649,RELIABLE_ESTIMATE,-0.013026559025100805,0.005263862949569404,-2.4747147009529202,0.01425993599792443,-0.023413375645615457,-0.002639742404586155
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,MONTH_FE_ROBUSTNESS,822,13,181,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H11,11,6.065095436289807,0.8341827251905649,RELIABLE_ESTIMATE,-0.001663187073594441,0.003092971951634542,-0.5377310559559059,0.5914269374329956,-0.0077663346634554735,0.004439960516266591
